name,description,website,location,incubator_name
Highcast,Automates the monitoring and forecasting of energy consumption in factories.,https://www.highcast.co/,"Paris, France",Agoranov
Astran,Accelerating cloud adoption for organisations wanting to maintain control over their data,https://astran.io/,"Paris, France",Agoranov
Orakl,Orakl leverages the smartest collection of tumor avatars to fuel the transition toward rare oncology,https://www.orakl-oncology.com/,"Paris, France",Agoranov
Alaya Bio,"Alaya.bio develops treatments to fight cancer. More specifically, the companý develops immunotherapies.",https://www.alaya.bio/,"Paris, France",Agoranov
Stokelp,Only solution to trade commodities responsibly in the food industry,https://www.stokelp.com/fr/home,"Paris, France",Agoranov
Colbr,The first platform that allows you to monitor and manage all your assets at once.,https://colbr.co/,"Paris, France",Agoranov
Nopillo,Platform to facilitate rental management for independent landlords,https://www.nopillo.com/,"Paris, France",Agoranov
Reflect,"Reflect is an HRTech that puts data at the centre of HR decisions. In recent years, HR has undergone an upheaval in its profession: the Great Resignation, mental health, the war for talent, diversity & inclusion, all of which make its role much more strategic and data-driven.",https://www.getreflect.io/,"Paris, France",Agoranov
Hopia,Optimised resource planning solution for healthcare facilities,https://hopia.eu/fr/,"Paris, France",Agoranov
Veesual,"Veesual develops virtual fitting experiences for fashion brands' e-commerce sites. With a first product, the Mix&Match Styling Experience, in which shoppers can choose a model they identify with, and see any pieces and looks from a collection ",https://www.veesual.ai/,"Paris, France",Agoranov
BMTA&C,BMTA&C is developing a new 100% clean off-grid refrigeration technology. It works with thermal energy without electricity and without any water supply.,https://www.linkedin.com/company/bmta-c/,"Paris, France",Agoranov
Datapolitics,Datapolitics simplifies access to lobbying and influence with a platform that centralizes all political data and an AI that can provide recommendations.,https://datapolitics.fr/,"Paris, France",Agoranov
Onima,"Bring more resilient modes of production to the heart of our systems, revealing the full potential of upcycled and reclaimed ingredients",http://www.onima.bio/,"Paris, France",Agoranov
Carboneo,Carboneo recycles industrial carbon dioxide through electrolysis to reduce the carbon footprint and operational costs of businesses.,https://www.carboneo.eu/,"Paris, France",Agoranov
Rime Bioinformatics,Rime Bioinformatics makes high performance bioinformatics accessible for phagotherapy ,https://rime-bioinformatics.com/fr/home-2/,"Paris, France",Agoranov
qatent,Generate in seconds an entire patent application from handcrafted claims,https://qatent.com/,"Paris, France",Agoranov
Resolve Stroke,Development of a new medical imaging device for the faster management of strokes,http://resolvestroke.com/,"Paris, France",Agoranov
Kumulus,"Atmospheric water generation, access to drinking water",https://www.kumuluswater.com/,"Paris, France",Agoranov
Metyos,Pocket nutritionist powered by personalized real-time energy metabolism data from our proprietary biosensor.,https://www.metyos.com/,"Paris, France",Agoranov
Swaap,Swaap allows all types of investors to earn returns on their cryptoassets through market making strategies operated on the blockchain in a decentralized manner.,https://www.swaap.finance/,"Paris, France",Agoranov
Jimmy Energy,"Provides cheaper, low-carbon heat to industry by harnessing nuclear fission",https://jimmy-energy.eu/,"Paris, France",Agoranov
WeLinQ,provides the world's most efficient quantum link solution to connect quantum computers together and drastically increase their computing capabilities.,https://welinq.fr/,"Paris, France",Agoranov
MORFO,"MORFO combines biological symbioses, drone technologies and AI to reforest sustainably and fight global warming",https://www.morfo.rest/,"Paris, France",Agoranov
Naimrod,Naimrod makes learning Mandarin addictive.,https://naimrod.com/,"Paris, France",Agoranov
Qlip,"Qlip identifies key moments in long video/audio content and turns them into short, digestible, more engaging videos.",https://www.qlip.ai/,"Paris, France",Agoranov
Seed in tech,Develops processes to stimulate germination of agricultural seeds.,https://seedintech.com/,"Paris, France",Agoranov
Surge ,Immunological model capable of predicting postoperative infections,https://www.surge.care/,"Paris, France",Agoranov
Flaneer,Makes local software similar to web applications.,https://www.flaneer.com/fr/home,"Paris, France",Agoranov
Phagos,"Use of the natural predator of bacteria, the bacteriophage, to provide an environmentally responsible and economical solution to bacterial infections in aquaculture.",https://www.phagos.org/,"Paris, France",Agoranov
Ligagel,Implantable biomimetic substitutes for ligament and tendon reconstruction.,https://www.linkedin.com/in/david-moreau-027a1019/,"Paris, France",Agoranov
Ever Dye,New ecological dyeing process for the textile industry. ,https://www.everdye.fr/,"Paris, France",Agoranov
Polygon Therapeutics,Innovative biomedicines for the treatment of cardiovascular diseases.,https://www.polygon.care/,"Paris, France",Agoranov
Kheops,Kheops simplifies trade and brings fairness by developing local exchanges between small producers and stores,https://www.kheops.io/,"Paris, France",Agoranov
Austral,"Develops the first medical device using airborne ultrasound for the screening, diagnosis, and monitoring of cardiac and pulmonary pathologies in acute or chronic situations. ",https://www.linkedin.com/company/austral-diagnostics/,"Paris, France",Agoranov
Geolinks,Geolinks transforms the natural ambient seismic noise into a 3D visualization of fluid movements in the geological subsurface.,https://www.geolinkservice.com/,"Paris, France",Agoranov
PaIRe,Develops diagnostic algorithms in nuclear medicine for PET scans.,https://www.paire.tech/,"Paris, France",Agoranov
Mindflow,SaaS no-code to enable cybersecurity professionals to automate their operations.,https://mindflow.io/,"Paris, France",Agoranov
POWZL,Designs innovative batteries to reduce the impact of energy storage.,http://powzl.fr/,"Paris, France",Agoranov
InSpek,Optical sensors on chip for chemical and biological detection,https://www.inspek-solutions.com/,"Paris, France",Agoranov
Pathway,Programming framework to automatically manage data updates in streaming architectures to create responsive real-time data products.,https://pathway.com/,"Paris, France",Agoranov
Stoik,Product for SMEs to insure and protect themselves against cyber risk,https://www.stoik.io/,"Paris, France",Agoranov
Biomemory,Biomemory provides biodigital data storage for large companies and administrations,https://www.biomemory-labs.com/,"Paris, France",Agoranov
Faircraft,"Faircraft develops a highly sustainable, lab-grown alternative to animal leather",https://www.faircraft.bio/,"Paris, France",Agoranov
Alta Voce,Voice technology to improve communication and social relations,https://alta-voce.tech/,"Paris, France",Agoranov
MSInsight,Diagnostic and treatment response prediction solutions for MSI cancers,http://www.msinsight.tech/,"Paris, France",Agoranov
Hopcast,Ensuring that Internet access is not a privilege,https://www.hopcast.fr/,"Paris, France",Agoranov
Usense,Develops a diagnostic tool.,https://usense.healthcare/,"Paris, France",Agoranov
Deemea, Collaborative AI platform for healthcare professionals,https://deemea.com/,"Paris, France",Agoranov
Apneal, Diagnosis of sleep apnea by smartphone,https://apneal.ai/fr/apnee-du-sommeil/,"Paris, France",Agoranov
Enginn Technologies, Enginn creates voices via artificial intelligence for all voice-over projects,https://www.enginn.tech/en/,"Paris, France",Agoranov
Quantiq,Quantiq assesses health from a video selfie,https://quantiq.io/,"Paris, France",Agoranov
Silina,Silina develops curving processes for imaging sensors at industrial scale,https://silina-57.webselfsite.net/,"Paris, France",Agoranov
Umiami, Plant-based alternatives to meat thanks to a proprietary texturing process,https://www.umiami.com/,"Paris, France",Agoranov
Sifflet,Helps companies understand and navigate their data to ensure reliability,https://www.siffletapp.com/,"Paris, France",Agoranov
Simbel,"With Simbel, find and finance the best courses for your profile",https://teams.simbel.fr/,"Paris, France",Agoranov
ADLIN Science ,"Logicel SaaS for the generation, analysis and valorization of omic data",https://adlin-science.com/,"Paris, France",Agoranov
GraphMyTech,Solution of technological intelligence to accompany companies on the innovation challenges,https://www.graphmytech.com/,"Paris, France",Agoranov
Rize ag,Rize develops climate financing solutions for agriculture,https://www.rizeag.com/,"Paris, France",Agoranov
Mindmesh,The knowledge hub that unites the teams,https://www.mindmesh.com/,"Paris, France",Agoranov
Chipiron,Chipiron democratizes MRI with a light and portable machine operating at very low fields,https://www.chipiron.co/,"Paris, France",Agoranov
Easy Vascular Cure ,Develops a Racer for a semi-automated arterial prosthesis placement,https://www.linkedin.com/in/mgratiot/,"Paris, France",Agoranov
FairMat,Recycling of composite materials ,https://www.fairmat.tech/,"Paris, France",Agoranov
Semana,Edition of online personnel management software,https://www.semana.io/,"Paris, France",Agoranov
Alex Legal,SaaS solution that uses data to track and monitor the current legal status of companies and maintain their compliance,http://alexlegal.fr/,"Paris, France",Agoranov
Beams,Beams produces medical devices for oncology based on the use of particles β,http://beams.bio/,"Paris, France",Agoranov
Kinetix,No-code platform for 3D content creation using Artificial Intelligence,https://www.kinetix.tech/,"Paris, France",Agoranov
Medjeduse,Medjeduse develops a medical implant to treat nervous system traumas and avoid paralysis,https://www.linkedin.com/in/jean-yves-nothias-797a1150/,"Paris, France",Agoranov
Castor,SaaS for data search and documentation,https://www.castordoc.com/,"Paris, France",Agoranov
Core Biogenesis,Scalable bioproduction platform,http://www.corebiogenesis.com/,"Paris, France",Agoranov
Hummink,Innovative and versatile nanoscale additive manufacturing technology,http://www.hummink.com/,"Paris, France",Agoranov
Samp,SaaS software to automate the creation of digital twins for industrial sites,https://samp.ai/,"Paris, France",Agoranov
Charles,Platform dedicated to sexual health,https://www.charles.co/,"Paris, France",Agoranov
Omny Cloud,Powerful and modular cloud computers to secure teleworking and increase responsiveness [italic] Omny Cloud was acquired by go2cloud in 2021,https://www.omny.cloud/,"Paris, France",Agoranov
Skypher ,Cybersecurity compliance automation solution for technology companies ,https://skypher.co/,"Paris, France",Agoranov
